,borrower_type,credit_score,age,county,income,loan_amount,loan_term_months,interest_rate,default_prob,defaulted,loan_purpose
15256,SME,562,49,Other,149000.0,4269311,56,12.76,0.17854545454545456,0,Working Capital
15257,Consumer,610,56,Other,141000.0,94348,15,13.8,0.1590909090909091,0,Personal
15258,Consumer,695,48,Mombasa,13000.0,162559,6,12.1,0.12045454545454545,0,Emergency
15259,SME,465,25,Other,101000.0,2464446,27,14.7,0.20500000000000002,1,Equipment
15260,Consumer,781,24,Nairobi,62000.0,11890,15,10.379999999999999,0.08136363636363636,0,Business
15261,Consumer,649,33,Other,38000.0,155596,14,13.02,0.14136363636363636,0,Emergency
15262,SME,660,39,Other,498000.0,4596166,44,10.8,0.15181818181818182,0,Working Capital
15263,SME,753,51,Other,164000.0,1125208,31,8.94,0.12645454545454546,0,Working Capital
15264,Consumer,609,22,Mombasa,142000.0,108695,23,13.82,0.15954545454545455,0,Business
15265,Consumer,305,34,Mombasa,100000.0,95228,8,19.9,0.29772727272727273,0,Personal
15266,Consumer,609,30,Kisumu,19000.0,186899,22,13.82,0.15954545454545455,0,Medical
15267,Consumer,623,49,Nairobi,109000.0,40763,22,13.54,0.15318181818181817,0,Business
15268,SME,365,25,Other,288000.0,3507796,27,16.7,0.23227272727272727,0,Expansion
15269,Consumer,751,36,Other,56000.0,136133,13,10.98,0.095,0,Emergency
15270,SME,707,67,Other,160000.0,1107302,43,9.86,0.139,1,Expansion
15271,SME,552,27,Nakuru,358000.0,3471601,34,12.96,0.18127272727272728,0,Expansion
15272,Consumer,338,41,Other,58000.0,142699,22,19.240000000000002,0.2827272727272727,0,Business
15273,Consumer,414,47,Other,118000.0,182969,14,17.72,0.24818181818181817,0,Business
15274,Consumer,582,61,Mombasa,81000.0,49495,18,14.36,0.17181818181818181,1,Medical
15275,Consumer,705,59,Other,49000.0,124484,13,11.9,0.1159090909090909,0,Emergency
15276,Consumer,519,34,Other,13000.0,52327,6,15.620000000000001,0.20045454545454544,0,Personal
15277,Consumer,717,38,Other,12000.0,156062,11,11.66,0.11045454545454544,0,Education
15278,Consumer,448,43,Kisumu,134000.0,11495,7,17.04,0.23272727272727273,0,Education
15279,Consumer,460,30,Other,81000.0,121969,9,16.8,0.22727272727272727,0,Education
15280,Consumer,786,45,Other,96000.0,140604,14,10.28,0.07909090909090907,0,Personal
15281,Consumer,820,39,Mombasa,44000.0,31006,17,9.6,0.06363636363636363,0,Education
15282,Consumer,410,25,Nairobi,124000.0,80213,13,17.8,0.25,0,Medical
15283,Consumer,666,44,Mombasa,11000.0,30234,15,12.68,0.13363636363636364,0,Personal
15284,Consumer,357,43,Kisumu,114000.0,194501,15,18.86,0.27409090909090905,0,Personal
15285,Consumer,634,40,Nairobi,37000.0,119023,10,13.32,0.14818181818181816,0,Emergency
15286,Consumer,527,60,Other,44000.0,53527,16,15.46,0.1968181818181818,0,Education
15287,Consumer,573,47,Kisumu,53000.0,141280,6,14.54,0.1759090909090909,0,Business
15288,Consumer,484,34,Other,91000.0,38259,24,16.32,0.21636363636363637,0,Medical
15289,Consumer,476,18,Mombasa,56000.0,13201,6,16.48,0.21999999999999997,1,Education
15290,Consumer,521,50,Other,51000.0,167061,22,15.58,0.19954545454545453,0,Emergency
15291,SME,373,36,Other,101000.0,4502950,48,16.54,0.2300909090909091,1,Working Capital
15292,SME,500,63,Other,318000.0,487607,54,14.0,0.19545454545454546,0,Equipment
15293,Consumer,412,29,Kisumu,77000.0,198880,12,17.759999999999998,0.24909090909090909,0,Education
15294,SME,655,61,Machakos,105000.0,758592,23,10.9,0.1531818181818182,0,Equipment
15295,Consumer,530,29,Mombasa,60000.0,26558,19,15.4,0.19545454545454544,0,Business
15296,Consumer,748,35,Nakuru,134000.0,190215,20,11.04,0.09636363636363635,0,Personal
15297,SME,433,70,Nairobi,271000.0,204957,48,15.34,0.21372727272727274,1,Working Capital
15298,Consumer,753,47,Other,140000.0,8199,19,10.94,0.09409090909090909,0,Emergency
15299,Consumer,828,62,Other,134000.0,131442,22,9.44,0.06,0,Personal
15300,Consumer,358,52,Nairobi,68000.0,194514,8,18.84,0.2736363636363636,0,Emergency
15301,Consumer,309,35,Other,89000.0,171059,14,19.82,0.2959090909090909,0,Emergency
15302,Consumer,610,46,Nakuru,135000.0,107836,19,13.8,0.1590909090909091,0,Business
15303,Consumer,524,36,Machakos,37000.0,34529,22,15.52,0.19818181818181818,0,Business
15304,Consumer,529,65,Nakuru,141000.0,100555,22,15.42,0.1959090909090909,1,Personal
15305,Consumer,579,33,Nakuru,75000.0,26353,11,14.42,0.17318181818181816,1,Medical
15306,Consumer,352,22,Other,56000.0,105879,21,18.96,0.27636363636363637,0,Emergency
15307,Consumer,604,31,Machakos,59000.0,194417,20,13.92,0.1618181818181818,0,Medical
15308,Consumer,596,39,Kisumu,28000.0,136878,7,14.08,0.16545454545454544,0,Personal
15309,Consumer,646,42,Nairobi,71000.0,176995,12,13.08,0.1427272727272727,0,Education
15310,Consumer,674,54,Nakuru,47000.0,93322,9,12.52,0.12999999999999998,0,Emergency
15311,Consumer,369,62,Other,85000.0,96012,18,18.62,0.2686363636363636,0,Business
15312,Consumer,725,25,Kisumu,83000.0,28822,21,11.5,0.10681818181818181,0,Business
15313,Consumer,612,34,Nairobi,113000.0,196029,16,13.76,0.15818181818181817,1,Emergency
15314,Consumer,496,56,Other,52000.0,161262,17,16.08,0.21090909090909088,1,Education
15315,SME,384,55,Machakos,335000.0,553749,29,16.32,0.2270909090909091,0,Inventory
15316,SME,407,33,Other,295000.0,2815867,39,15.86,0.22081818181818183,0,Expansion
15317,Consumer,564,20,Other,104000.0,73728,19,14.72,0.18,0,Business
15318,Consumer,521,54,Kisumu,135000.0,190662,15,15.58,0.19954545454545453,0,Business
15319,Consumer,845,30,Mombasa,34000.0,91425,12,9.1,0.05227272727272725,0,Education
15320,SME,805,38,Other,105000.0,4401205,22,7.9,0.11227272727272727,1,Inventory
15321,Consumer,440,56,Other,148000.0,189779,22,17.2,0.23636363636363636,0,Education
15322,Consumer,684,35,Other,25000.0,63996,24,12.32,0.12545454545454543,0,Education
15323,Consumer,793,56,Other,34000.0,51710,12,10.14,0.0759090909090909,0,Emergency
15324,Consumer,561,58,Nairobi,46000.0,195367,16,14.78,0.18136363636363634,0,Personal
15325,Consumer,740,56,Machakos,15000.0,192401,12,11.2,0.09999999999999998,0,Education
15326,SME,625,56,Other,286000.0,1613179,34,11.5,0.16136363636363638,0,Working Capital
15327,Consumer,569,48,Nakuru,108000.0,156196,20,14.620000000000001,0.17772727272727273,0,Education
15328,SME,733,67,Kisumu,483000.0,1344439,38,9.34,0.13190909090909092,0,Inventory
15329,Consumer,460,23,Nakuru,56000.0,181464,18,16.8,0.22727272727272727,0,Business
15330,Consumer,467,45,Other,96000.0,112871,14,16.66,0.22409090909090906,0,Emergency
15331,Consumer,386,48,Nairobi,61000.0,98724,8,18.28,0.26090909090909087,1,Business
15332,Consumer,830,65,Nakuru,137000.0,75442,7,9.4,0.05909090909090908,1,Emergency
15333,Consumer,700,25,Nakuru,129000.0,48840,21,12.0,0.11818181818181817,0,Business
15334,SME,526,40,Other,150000.0,3386056,35,13.48,0.18836363636363637,0,Working Capital
15335,Consumer,400,65,Nakuru,78000.0,27957,12,18.0,0.2545454545454545,0,Personal
15336,SME,581,56,Other,101000.0,4827472,34,12.379999999999999,0.1733636363636364,1,Equipment
15337,Consumer,764,22,Mombasa,150000.0,57483,21,10.72,0.08909090909090908,0,Medical
15338,Consumer,420,56,Mombasa,93000.0,33025,17,17.6,0.24545454545454545,0,Education
15339,Consumer,367,28,Other,53000.0,148773,21,18.66,0.26954545454545453,1,Personal
15340,SME,386,45,Nairobi,365000.0,3990454,54,16.28,0.22654545454545455,0,Expansion
15341,Consumer,677,52,Other,74000.0,10431,17,12.46,0.12863636363636363,0,Medical
15342,Consumer,579,42,Nairobi,40000.0,145648,11,14.42,0.17318181818181816,1,Emergency
15343,SME,473,61,Other,180000.0,4064658,58,14.54,0.20281818181818181,0,Equipment
15344,Consumer,433,31,Machakos,89000.0,152064,16,17.34,0.23954545454545453,0,Emergency
15345,Consumer,455,33,Nairobi,67000.0,67066,24,16.9,0.22954545454545455,1,Medical
15346,Consumer,602,53,Other,39000.0,171102,13,13.96,0.16272727272727272,0,Business
15347,Consumer,376,58,Nairobi,77000.0,56796,21,18.48,0.26545454545454544,0,Personal
15348,Consumer,630,23,Kisumu,96000.0,122220,15,13.4,0.15,0,Education
15349,Consumer,305,59,Nakuru,61000.0,109001,9,19.9,0.29772727272727273,0,Education
15350,Consumer,522,49,Other,47000.0,32987,22,15.56,0.1990909090909091,1,Personal
15351,Consumer,519,59,Kisumu,97000.0,174706,19,15.620000000000001,0.20045454545454544,0,Business
15352,Consumer,511,64,Other,110000.0,19459,20,15.78,0.2040909090909091,0,Personal
15353,Consumer,774,42,Other,120000.0,135533,16,10.52,0.08454545454545453,0,Personal
15354,Consumer,519,20,Nairobi,51000.0,137485,15,15.620000000000001,0.20045454545454544,0,Business
15355,Consumer,358,36,Mombasa,57000.0,110496,19,18.84,0.2736363636363636,0,Personal
15356,SME,617,52,Other,267000.0,619088,22,11.66,0.16354545454545455,0,Working Capital
15357,Consumer,486,37,Other,126000.0,136476,10,16.28,0.21545454545454545,0,Business
15358,SME,429,39,Other,217000.0,4053082,35,15.42,0.21481818181818182,0,Inventory
15359,Consumer,542,19,Other,103000.0,153164,24,15.16,0.19,0,Education
15360,Consumer,710,64,Nairobi,145000.0,98097,11,11.8,0.11363636363636362,0,Medical
15361,Consumer,592,29,Kisumu,36000.0,10693,6,14.16,0.16727272727272727,0,Education
15362,SME,506,50,Nakuru,270000.0,3412851,31,13.879999999999999,0.1938181818181818,0,Expansion
15363,Consumer,461,46,Mombasa,78000.0,93015,11,16.78,0.2268181818181818,0,Education
15364,Consumer,724,37,Nakuru,54000.0,50854,17,11.52,0.10727272727272727,0,Business
15365,Consumer,418,46,Nairobi,115000.0,38625,18,17.64,0.24636363636363634,0,Emergency
15366,Consumer,526,30,Kisumu,106000.0,196279,10,15.48,0.19727272727272727,0,Emergency
15367,Consumer,807,61,Other,24000.0,85423,19,9.86,0.06954545454545452,0,Education
15368,SME,651,61,Nairobi,204000.0,4760990,53,10.98,0.15427272727272728,0,Equipment
15369,Consumer,848,41,Nakuru,142000.0,8889,21,9.04,0.050909090909090904,1,Emergency
15370,Consumer,806,52,Other,142000.0,151115,16,9.879999999999999,0.06999999999999998,0,Business
15371,Consumer,586,37,Mombasa,49000.0,141055,23,14.28,0.16999999999999998,0,Education
15372,Consumer,620,60,Nairobi,64000.0,5945,15,13.6,0.15454545454545454,0,Medical
15373,Consumer,647,61,Mombasa,132000.0,85217,17,13.06,0.14227272727272727,1,Medical
15374,SME,425,50,Machakos,429000.0,373064,42,15.5,0.2159090909090909,0,Working Capital
15375,Consumer,650,38,Other,45000.0,179565,12,13.0,0.1409090909090909,0,Emergency
15376,Consumer,424,45,Machakos,63000.0,174398,10,17.52,0.24363636363636362,0,Personal
15377,SME,422,25,Mombasa,95000.0,763211,34,15.559999999999999,0.2167272727272727,0,Working Capital
15378,SME,729,65,Other,400000.0,3326666,21,9.42,0.133,0,Working Capital
15379,SME,515,69,Nakuru,436000.0,1678162,40,13.7,0.19136363636363635,0,Working Capital
15380,Consumer,690,36,Other,54000.0,9515,21,12.2,0.12272727272727271,0,Personal
15381,Consumer,405,57,Nakuru,99000.0,110333,14,17.9,0.25227272727272726,0,Personal
15382,Consumer,742,61,Mombasa,108000.0,193038,18,11.16,0.09909090909090909,0,Personal
15383,Consumer,485,45,Nairobi,141000.0,182927,7,16.3,0.21590909090909088,0,Medical
15384,Consumer,574,25,Other,84000.0,196844,12,14.52,0.17545454545454545,0,Education
15385,Consumer,595,48,Other,53000.0,195491,13,14.1,0.1659090909090909,0,Medical
15386,Consumer,384,65,Nakuru,16000.0,198267,7,18.32,0.2618181818181818,0,Business
15387,SME,695,48,Other,361000.0,4819624,30,10.1,0.14227272727272727,0,Expansion
15388,Consumer,648,50,Other,148000.0,111309,15,13.04,0.14181818181818182,0,Education
15389,Consumer,706,19,Other,96000.0,113966,22,11.88,0.11545454545454545,0,Personal
15390,Consumer,313,23,Nairobi,29000.0,168442,8,19.740000000000002,0.29409090909090907,0,Education
15391,Consumer,353,52,Other,24000.0,30366,23,18.94,0.2759090909090909,0,Education
15392,Consumer,664,32,Nakuru,35000.0,36680,22,12.72,0.13454545454545452,0,Education
15393,SME,717,36,Other,264000.0,671274,47,9.66,0.13627272727272727,0,Inventory
15394,Consumer,709,44,Nairobi,134000.0,94265,9,11.82,0.11409090909090908,0,Medical
15395,Consumer,304,37,Other,46000.0,131579,22,19.92,0.29818181818181816,0,Emergency
15396,SME,334,55,Other,108000.0,1355283,56,17.32,0.24072727272727273,0,Expansion
15397,Consumer,750,19,Machakos,150000.0,120468,12,11.0,0.09545454545454543,0,Personal
15398,SME,776,31,Nakuru,461000.0,1489844,60,8.48,0.1201818181818182,0,Expansion
15399,Consumer,729,20,Kisumu,32000.0,81297,14,11.42,0.10499999999999998,0,Personal
15400,Consumer,697,33,Nairobi,69000.0,182654,9,12.06,0.11954545454545454,0,Business
15401,Consumer,462,25,Other,131000.0,155418,16,16.759999999999998,0.22636363636363635,1,Emergency
15402,Consumer,848,18,Other,89000.0,170857,11,9.04,0.050909090909090904,0,Medical
15403,SME,681,59,Kisumu,341000.0,76042,46,10.38,0.1460909090909091,1,Inventory
15404,Consumer,349,53,Mombasa,96000.0,99260,8,19.02,0.2777272727272727,0,Business
15405,Consumer,519,56,Nairobi,70000.0,121780,15,15.620000000000001,0.20045454545454544,0,Business
15406,Consumer,783,18,Mombasa,33000.0,57050,15,10.34,0.08045454545454545,0,Education
15407,Consumer,530,32,Other,143000.0,101126,21,15.4,0.19545454545454544,0,Business
15408,Consumer,396,24,Other,105000.0,23870,14,18.08,0.25636363636363635,0,Personal
15409,Consumer,702,55,Mombasa,148000.0,86021,24,11.96,0.11727272727272725,0,Personal
15410,Consumer,830,20,Other,88000.0,173602,12,9.4,0.05909090909090908,0,Education
15411,Consumer,816,24,Nairobi,108000.0,23427,19,9.68,0.06545454545454543,0,Education
15412,Consumer,476,42,Nakuru,47000.0,88646,11,16.48,0.21999999999999997,0,Personal
15413,Consumer,673,40,Other,60000.0,151003,19,12.54,0.13045454545454543,0,Education
15414,Consumer,354,35,Other,76000.0,125641,18,18.92,0.27545454545454545,1,Medical
15415,Consumer,561,36,Other,111000.0,87165,16,14.78,0.18136363636363634,1,Business
15416,Consumer,544,48,Other,86000.0,6463,15,15.120000000000001,0.1890909090909091,0,Education
15417,SME,481,53,Other,348000.0,3107520,32,14.379999999999999,0.20063636363636364,0,Expansion
15418,Consumer,449,38,Nairobi,117000.0,43811,7,17.02,0.23227272727272724,1,Business
15419,Consumer,714,37,Other,29000.0,13023,18,11.72,0.11181818181818182,0,Personal
15420,SME,584,64,Kisumu,168000.0,1942186,57,12.32,0.17254545454545456,0,Inventory
15421,SME,733,57,Nairobi,270000.0,3161868,48,9.34,0.13190909090909092,1,Equipment
15422,Consumer,773,40,Nairobi,43000.0,24700,9,10.54,0.08499999999999999,0,Business
15423,Consumer,768,57,Mombasa,84000.0,128530,24,10.64,0.08727272727272725,0,Business
15424,Consumer,781,38,Machakos,112000.0,84667,11,10.379999999999999,0.08136363636363636,0,Business
15425,Consumer,320,55,Nairobi,144000.0,77203,15,19.6,0.2909090909090909,0,Business
15426,Consumer,697,52,Other,109000.0,133267,15,12.06,0.11954545454545454,1,Business
15427,Consumer,390,49,Other,63000.0,123738,22,18.2,0.2590909090909091,0,Personal
15428,Consumer,360,19,Nairobi,15000.0,199244,15,18.8,0.2727272727272727,0,Education
15429,Consumer,394,55,Nairobi,101000.0,150744,24,18.12,0.25727272727272726,1,Education
15430,SME,826,60,Kisumu,288000.0,4417401,25,7.48,0.10654545454545455,0,Working Capital
15431,Consumer,482,43,Nairobi,20000.0,175238,13,16.36,0.21727272727272726,0,Business
15432,Consumer,727,51,Kisumu,18000.0,76490,15,11.46,0.1059090909090909,0,Emergency
15433,SME,642,55,Other,280000.0,1697448,28,11.16,0.15672727272727272,0,Working Capital
15434,Consumer,384,36,Other,112000.0,176636,11,18.32,0.2618181818181818,0,Personal
15435,Consumer,848,56,Other,132000.0,77012,15,9.04,0.050909090909090904,0,Education
15436,Consumer,410,42,Other,26000.0,159140,20,17.8,0.25,0,Personal
15437,Consumer,361,58,Nairobi,11000.0,22228,7,18.78,0.2722727272727273,0,Business
15438,Consumer,754,42,Nairobi,47000.0,22820,24,10.92,0.09363636363636363,0,Emergency
15439,Consumer,691,44,Nairobi,92000.0,80353,24,12.18,0.12227272727272726,0,Medical
15440,Consumer,322,25,Other,63000.0,120856,15,19.56,0.29,1,Business
15441,Consumer,420,64,Mombasa,60000.0,197596,18,17.6,0.24545454545454545,0,Medical
15442,Consumer,721,63,Nairobi,33000.0,55029,10,11.58,0.10863636363636361,0,Personal
15443,Consumer,405,23,Nairobi,45000.0,78106,14,17.9,0.25227272727272726,0,Personal
15444,Consumer,803,58,Nairobi,107000.0,44342,21,9.94,0.07136363636363635,1,Business
15445,Consumer,692,56,Mombasa,69000.0,140737,17,12.16,0.1218181818181818,0,Personal
15446,Consumer,724,57,Nairobi,132000.0,63195,19,11.52,0.10727272727272727,0,Emergency
15447,SME,700,35,Nakuru,476000.0,953789,36,10.0,0.14090909090909093,0,Working Capital
15448,Consumer,630,18,Machakos,39000.0,133434,17,13.4,0.15,0,Education
15449,Consumer,730,57,Nairobi,61000.0,56934,16,11.4,0.10454545454545452,0,Education
15450,SME,499,57,Nairobi,73000.0,1075484,18,14.02,0.19572727272727272,0,Inventory
15451,Consumer,540,48,Kisumu,50000.0,187074,13,15.2,0.19090909090909092,0,Education
15452,SME,317,49,Other,132000.0,4348676,18,17.66,0.24536363636363637,0,Inventory
15453,Consumer,714,53,Other,87000.0,110808,13,11.72,0.11181818181818182,0,Business
15454,SME,568,65,Nakuru,165000.0,308816,49,12.64,0.1769090909090909,1,Equipment
15455,Consumer,339,65,Other,95000.0,40772,11,19.22,0.2822727272727273,0,Emergency
15456,SME,503,65,Other,492000.0,3515752,13,13.94,0.19463636363636364,0,Inventory
15457,Consumer,444,40,Nairobi,65000.0,183758,10,17.12,0.23454545454545453,1,Business
15458,Consumer,512,59,Kisumu,42000.0,25149,14,15.76,0.20363636363636362,0,Emergency
15459,SME,611,37,Nakuru,353000.0,1683075,48,11.78,0.1651818181818182,0,Expansion
15460,Consumer,459,28,Other,43000.0,104624,21,16.82,0.22772727272727272,0,Emergency
15461,Consumer,355,57,Nakuru,23000.0,85400,8,18.9,0.27499999999999997,1,Business
15462,SME,464,27,Other,373000.0,1244899,46,14.719999999999999,0.20527272727272727,0,Expansion
15463,Consumer,786,47,Other,83000.0,21515,15,10.28,0.07909090909090907,0,Emergency
15464,Consumer,438,58,Kisumu,36000.0,17801,22,17.240000000000002,0.23727272727272725,0,Education
15465,Consumer,304,57,Other,115000.0,70359,17,19.92,0.29818181818181816,0,Education
15466,Consumer,511,18,Nakuru,78000.0,184363,18,15.78,0.2040909090909091,0,Personal
15467,Consumer,781,60,Machakos,67000.0,61705,24,10.379999999999999,0.08136363636363636,0,Emergency
15468,Consumer,423,57,Nairobi,129000.0,192539,17,17.54,0.24409090909090908,0,Business
15469,Consumer,398,65,Machakos,23000.0,88998,8,18.04,0.25545454545454543,0,Medical
15470,Consumer,465,56,Nairobi,78000.0,46779,13,16.7,0.22499999999999998,0,Medical
15471,Consumer,562,34,Machakos,18000.0,160787,11,14.76,0.1809090909090909,0,Medical
15472,Consumer,712,60,Other,99000.0,150855,19,11.76,0.1127272727272727,0,Medical
15473,Consumer,461,50,Nairobi,110000.0,83804,18,16.78,0.2268181818181818,1,Medical
15474,Consumer,628,56,Other,109000.0,156283,12,13.44,0.1509090909090909,0,Medical
15475,Consumer,561,31,Nairobi,34000.0,14467,11,14.78,0.18136363636363634,0,Medical
15476,Consumer,644,22,Other,91000.0,146741,24,13.120000000000001,0.14363636363636362,0,Business
15477,Consumer,402,39,Mombasa,49000.0,23923,18,17.96,0.2536363636363636,0,Medical
15478,Consumer,689,38,Nairobi,22000.0,19983,12,12.22,0.12318181818181817,0,Medical
15479,SME,421,36,Nakuru,419000.0,3710280,31,15.58,0.217,0,Equipment
15480,Consumer,452,43,Other,72000.0,152248,23,16.96,0.2309090909090909,0,Emergency
15481,Consumer,321,58,Other,64000.0,33045,13,19.58,0.29045454545454547,1,Emergency
15482,SME,848,34,Other,233000.0,1002850,31,7.04,0.10054545454545455,0,Equipment
15483,SME,559,52,Other,350000.0,3850244,39,12.82,0.17936363636363636,0,Inventory
15484,Consumer,768,20,Mombasa,17000.0,198385,16,10.64,0.08727272727272725,0,Medical
15485,SME,443,40,Nairobi,468000.0,146888,18,15.14,0.211,0,Inventory
15486,Consumer,688,41,Other,67000.0,149300,22,12.24,0.12363636363636363,0,Business
15487,SME,499,40,Other,471000.0,2073850,53,14.02,0.19572727272727272,0,Equipment
15488,Consumer,537,31,Other,140000.0,16391,20,15.26,0.19227272727272726,0,Personal
15489,Consumer,547,35,Nairobi,56000.0,54491,23,15.06,0.18772727272727271,0,Emergency
15490,Consumer,392,19,Other,144000.0,146257,19,18.16,0.2581818181818182,0,Education
15491,Consumer,832,29,Nakuru,10000.0,151244,16,9.36,0.05818181818181817,0,Business
15492,SME,642,69,Nakuru,274000.0,3640492,49,11.16,0.15672727272727272,0,Expansion
15493,Consumer,414,46,Nakuru,20000.0,22946,6,17.72,0.24818181818181817,1,Emergency
15494,Consumer,791,22,Mombasa,81000.0,124272,14,10.18,0.07681818181818181,1,Business
15495,SME,741,47,Mombasa,327000.0,782481,16,9.18,0.12972727272727275,0,Expansion
15496,SME,573,62,Other,406000.0,2951057,40,12.54,0.17554545454545456,0,Working Capital
15497,Consumer,431,64,Nairobi,71000.0,128881,23,17.38,0.24045454545454545,0,Business
15498,Consumer,843,34,Other,13000.0,144200,18,9.14,0.05318181818181816,0,Education
15499,Consumer,830,19,Nairobi,108000.0,48889,22,9.4,0.05909090909090908,0,Business
15500,Consumer,307,21,Other,104000.0,193134,12,19.86,0.2968181818181818,0,Personal
15501,Consumer,730,24,Nairobi,59000.0,30606,17,11.4,0.10454545454545452,0,Emergency
15502,Consumer,778,65,Nakuru,32000.0,149669,18,10.44,0.0827272727272727,0,Education
15503,Consumer,619,42,Nairobi,62000.0,131527,19,13.620000000000001,0.155,0,Medical
15504,SME,438,48,Other,220000.0,3300616,27,15.24,0.21236363636363637,0,Inventory
15505,Consumer,351,33,Nairobi,64000.0,74922,6,18.98,0.2768181818181818,0,Education
15506,Consumer,790,37,Mombasa,97000.0,185281,22,10.2,0.07727272727272727,0,Business
15507,SME,489,31,Nakuru,238000.0,4528648,16,14.219999999999999,0.19845454545454547,0,Expansion
15508,Consumer,345,34,Kisumu,150000.0,62247,10,19.1,0.27954545454545454,0,Business
15509,Consumer,306,22,Other,55000.0,82027,6,19.88,0.29727272727272724,1,Business
15510,Consumer,493,60,Nakuru,121000.0,147141,20,16.14,0.21227272727272728,1,Education
15511,Consumer,811,48,Nairobi,134000.0,42086,23,9.78,0.06772727272727272,0,Education
15512,SME,672,38,Nakuru,181000.0,1462392,22,10.56,0.14854545454545454,0,Equipment
15513,Consumer,523,37,Mombasa,40000.0,136025,17,15.54,0.1986363636363636,1,Medical
15514,SME,792,32,Nakuru,288000.0,506130,26,8.16,0.11581818181818182,0,Working Capital
15515,SME,678,32,Mombasa,174000.0,1085917,51,10.44,0.14690909090909093,0,Expansion
15516,Consumer,514,36,Other,55000.0,177147,8,15.72,0.2027272727272727,0,Personal
15517,Consumer,598,36,Other,143000.0,97085,12,14.04,0.16454545454545452,1,Business
15518,SME,586,25,Kisumu,342000.0,1737071,29,12.28,0.172,0,Working Capital
15519,SME,832,46,Kisumu,76000.0,628040,26,7.359999999999999,0.10490909090909092,0,Equipment
15520,SME,449,55,Other,342000.0,1080133,13,15.02,0.20936363636363636,0,Expansion
15521,Consumer,592,35,Other,61000.0,82441,20,14.16,0.16727272727272727,0,Emergency
15522,Consumer,674,45,Nakuru,136000.0,77693,16,12.52,0.12999999999999998,0,Personal
15523,Consumer,763,56,Kisumu,103000.0,185544,23,10.74,0.08954545454545454,0,Medical
15524,Consumer,798,60,Nairobi,14000.0,184574,13,10.04,0.07363636363636364,0,Business
15525,Consumer,372,46,Nairobi,12000.0,6359,17,18.56,0.2672727272727273,0,Emergency
15526,Consumer,334,60,Nairobi,51000.0,166414,12,19.32,0.28454545454545455,0,Education
15527,Consumer,388,25,Nairobi,42000.0,134330,12,18.240000000000002,0.26,0,Emergency
15528,Consumer,565,45,Nairobi,74000.0,19390,20,14.7,0.17954545454545454,0,Education
15529,Consumer,482,52,Other,104000.0,114919,17,16.36,0.21727272727272726,1,Business
15530,Consumer,312,63,Nairobi,140000.0,83698,9,19.759999999999998,0.29454545454545455,1,Business
15531,Consumer,437,65,Other,42000.0,8074,17,17.259999999999998,0.23772727272727273,0,Emergency
15532,Consumer,613,61,Other,142000.0,64582,16,13.74,0.15772727272727272,0,Education
15533,Consumer,313,40,Machakos,92000.0,48795,6,19.740000000000002,0.29409090909090907,0,Emergency
15534,Consumer,425,60,Other,81000.0,142764,6,17.5,0.24318181818181817,0,Education
15535,Consumer,430,36,Nairobi,124000.0,81440,7,17.4,0.2409090909090909,0,Business
15536,Consumer,456,40,Other,28000.0,147502,20,16.88,0.22909090909090907,0,Education
15537,SME,807,38,Kisumu,358000.0,1861488,32,7.859999999999999,0.11172727272727273,0,Inventory
15538,Consumer,778,47,Other,74000.0,190946,14,10.44,0.0827272727272727,1,Personal
15539,Consumer,472,31,Other,90000.0,79292,22,16.56,0.2218181818181818,1,Business
15540,Consumer,608,65,Nairobi,89000.0,192484,21,13.84,0.15999999999999998,0,Education
15541,Consumer,601,59,Mombasa,130000.0,92089,12,13.98,0.16318181818181818,0,Medical
15542,Consumer,682,36,Other,145000.0,108468,19,12.36,0.12636363636363634,1,Medical
15543,Consumer,418,48,Other,20000.0,184785,23,17.64,0.24636363636363634,0,Emergency
15544,Consumer,809,58,Mombasa,57000.0,96449,24,9.82,0.06863636363636363,0,Medical
15545,Consumer,312,53,Nairobi,87000.0,65164,16,19.759999999999998,0.29454545454545455,0,Education
15546,Consumer,419,18,Kisumu,18000.0,71571,20,17.62,0.2459090909090909,0,Personal
15547,SME,628,33,Other,338000.0,4539075,35,11.44,0.16054545454545455,0,Working Capital
15548,SME,302,38,Other,119000.0,4333424,41,17.96,0.24945454545454546,0,Equipment
15549,Consumer,745,55,Nakuru,13000.0,98494,24,11.1,0.09772727272727272,0,Emergency
15550,SME,611,25,Nakuru,376000.0,1633681,53,11.78,0.1651818181818182,0,Working Capital
15551,Consumer,380,22,Nairobi,46000.0,145759,16,18.4,0.2636363636363636,0,Education
15552,Consumer,598,45,Kisumu,140000.0,53584,9,14.04,0.16454545454545452,0,Education
15553,Consumer,691,45,Other,131000.0,148367,18,12.18,0.12227272727272726,0,Education
15554,Consumer,655,51,Other,61000.0,173522,6,12.9,0.1386363636363636,0,Business
15555,SME,502,70,Nairobi,488000.0,3239908,42,13.96,0.19490909090909092,0,Inventory
15556,Consumer,333,39,Nairobi,98000.0,12876,14,19.34,0.285,0,Business
15557,Consumer,456,52,Mombasa,14000.0,153630,18,16.88,0.22909090909090907,1,Education
15558,Consumer,478,52,Nairobi,144000.0,198160,13,16.44,0.2190909090909091,0,Medical
15559,Consumer,710,64,Other,19000.0,13195,8,11.8,0.11363636363636362,0,Medical
15560,SME,527,58,Mombasa,72000.0,2834082,32,13.46,0.1880909090909091,0,Expansion
